filename,emotion_code,emotion,intensity,actor,modality,path,duration
03-01-07-02-02-01-01.wav,07,disgust,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-01-01.wav,4.037375
03-01-07-02-02-02-01.wav,07,disgust,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-07-02-02-02-01.wav,4.371020833333334
03-01-08-01-01-01-01.wav,08,surprised,normal,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-01-01.wav,3.403395833333333
03-01-08-01-01-02-01.wav,08,surprised,normal,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-01-02-01.wav,3.2699166666666666
03-01-08-01-02-01-01.wav,08,surprised,normal,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-01-01.wav,3.536875
03-01-08-01-02-02-01.wav,08,surprised,normal,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-01-02-02-01.wav,3.2699166666666666
03-01-08-02-01-01-01.wav,08,surprised,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-01-01.wav,3.43675
03-01-08-02-01-02-01.wav,08,surprised,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-01-02-01.wav,3.5702291666666666
03-01-08-02-02-01-01.wav,08,surprised,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-01-01.wav,3.5035
03-01-08-02-02-02-01.wav,08,surprised,strong,1,speech,Audio_Speech_Actors_01-24\Actor_01\03-01-08-02-02-02-01.wav,3.2699375
03-01-01-01-01-01-02.wav,01,neutral,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-01-02.wav,3.6369583333333333
03-01-01-01-01-02-02.wav,01,neutral,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-01-02-02.wav,3.6036041666666665
03-01-01-01-02-01-02.wav,01,neutral,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-01-02.wav,3.7704166666666667
03-01-01-01-02-02-02.wav,01,neutral,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-01-01-02-02-02.wav,3.6035833333333334
03-01-02-01-01-01-02.wav,02,calm,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,3.8371666666666666
03-01-02-01-01-02-02.wav,02,calm,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-01-02-02.wav,4.004
03-01-02-01-02-01-02.wav,02,calm,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-01-02.wav,3.8371666666666666
03-01-02-01-02-02-02.wav,02,calm,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-01-02-02-02.wav,3.970625
03-01-02-02-01-01-02.wav,02,calm,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-01-02.wav,4.137479166666667
03-01-02-02-01-02-02.wav,02,calm,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-01-02-02.wav,4.037375
03-01-02-02-02-01-02.wav,02,calm,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-01-02.wav,4.104104166666667
03-01-02-02-02-02-02.wav,02,calm,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-02-02-02-02-02.wav,4.104104166666667
03-01-03-01-01-01-02.wav,03,happy,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-01-02.wav,3.6036041666666665
03-01-03-01-01-02-02.wav,03,happy,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-01-02-02.wav,3.7036875
03-01-03-01-02-01-02.wav,03,happy,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-01-02.wav,3.7704375
03-01-03-01-02-02-02.wav,03,happy,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-01-02-02-02.wav,3.7370833333333335
03-01-03-02-01-01-02.wav,03,happy,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-01-02.wav,3.703708333333333
03-01-03-02-01-02-02.wav,03,happy,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-01-02-02.wav,3.6703333333333332
03-01-03-02-02-01-02.wav,03,happy,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,3.703708333333333
03-01-03-02-02-02-02.wav,03,happy,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-03-02-02-02-02.wav,3.8705208333333334
03-01-04-01-01-01-02.wav,04,sad,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,3.8371666666666666
03-01-04-01-01-02-02.wav,04,sad,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-01-02-02.wav,3.7704375
03-01-04-01-02-01-02.wav,04,sad,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-01-02.wav,3.7370625
03-01-04-01-02-02-02.wav,04,sad,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-01-02-02-02.wav,3.7704375
03-01-04-02-01-01-02.wav,04,sad,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-01-02.wav,3.7370833333333335
03-01-04-02-01-02-02.wav,04,sad,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-01-02-02.wav,3.7704166666666667
03-01-04-02-02-01-02.wav,04,sad,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-01-02.wav,3.7036875
03-01-04-02-02-02-02.wav,04,sad,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-04-02-02-02-02.wav,3.6703333333333332
03-01-05-01-01-01-02.wav,05,angry,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-01-02.wav,3.6703333333333332
03-01-05-01-01-02-02.wav,05,angry,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-01-02-02.wav,3.6703333333333332
03-01-05-01-02-01-02.wav,05,angry,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-01-02.wav,3.7704166666666667
03-01-05-01-02-02-02.wav,05,angry,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,3.8037916666666667
03-01-05-02-01-01-02.wav,05,angry,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-01-02.wav,3.9039166666666665
03-01-05-02-01-02-02.wav,05,angry,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-01-02-02.wav,4.004
03-01-05-02-02-01-02.wav,05,angry,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-01-02.wav,4.004
03-01-05-02-02-02-02.wav,05,angry,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-05-02-02-02-02.wav,4.004
03-01-06-01-01-01-02.wav,06,fearful,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-01-02.wav,3.636979166666667
03-01-06-01-01-02-02.wav,06,fearful,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-01-02-02.wav,3.7370625
03-01-06-01-02-01-02.wav,06,fearful,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-01-02.wav,3.6703333333333332
03-01-06-01-02-02-02.wav,06,fearful,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-01-02-02-02.wav,3.7370625
03-01-06-02-01-01-02.wav,06,fearful,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-01-02.wav,3.8037916666666667
03-01-06-02-01-02-02.wav,06,fearful,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-01-02-02.wav,3.636979166666667
03-01-06-02-02-01-02.wav,06,fearful,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-01-02.wav,3.6036041666666665
03-01-06-02-02-02-02.wav,06,fearful,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-06-02-02-02-02.wav,3.6036041666666665
03-01-07-01-01-01-02.wav,07,disgust,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-01-02.wav,3.6703333333333332
03-01-07-01-01-02-02.wav,07,disgust,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-01-02-02.wav,3.636979166666667
03-01-07-01-02-01-02.wav,07,disgust,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-01-02.wav,3.8705416666666665
03-01-07-01-02-02-02.wav,07,disgust,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-01-02-02-02.wav,3.8371666666666666
03-01-07-02-01-01-02.wav,07,disgust,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-01-02.wav,4.137458333333333
03-01-07-02-01-02-02.wav,07,disgust,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-01-02-02.wav,4.137458333333333
03-01-07-02-02-01-02.wav,07,disgust,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-01-02.wav,4.004
03-01-07-02-02-02-02.wav,07,disgust,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-07-02-02-02-02.wav,4.037375
03-01-08-01-01-01-02.wav,08,surprised,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-01-02.wav,3.5368541666666666
03-01-08-01-01-02-02.wav,08,surprised,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-01-02-02.wav,3.5368541666666666
03-01-08-01-02-01-02.wav,08,surprised,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-01-02.wav,3.6036041666666665
03-01-08-01-02-02-02.wav,08,surprised,normal,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-01-02-02-02.wav,3.536875
03-01-08-02-01-01-02.wav,08,surprised,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-01-02.wav,3.7370625
03-01-08-02-01-02-02.wav,08,surprised,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-01-02-02.wav,3.7704375
03-01-08-02-02-01-02.wav,08,surprised,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-01-02.wav,3.7370833333333335
03-01-08-02-02-02-02.wav,08,surprised,strong,2,speech,Audio_Speech_Actors_01-24\Actor_02\03-01-08-02-02-02-02.wav,3.8038125
03-01-01-01-01-01-03.wav,01,neutral,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-01-03.wav,3.4367708333333336
03-01-01-01-01-02-03.wav,01,neutral,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-01-02-03.wav,3.5035
03-01-01-01-02-01-03.wav,01,neutral,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-01-03.wav,3.5035
03-01-01-01-02-02-03.wav,01,neutral,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-01-01-02-02-03.wav,3.4701458333333335
03-01-02-01-01-01-03.wav,02,calm,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-01-03.wav,3.8371666666666666
03-01-02-01-01-02-03.wav,02,calm,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-01-02-03.wav,3.7370625
03-01-02-01-02-01-03.wav,02,calm,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-01-03.wav,3.8371666666666666
03-01-02-01-02-02-03.wav,02,calm,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-01-02-02-03.wav,3.970625
03-01-02-02-01-01-03.wav,02,calm,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-01-03.wav,4.037375
03-01-02-02-01-02-03.wav,02,calm,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-01-02-03.wav,3.970645833333333
03-01-02-02-02-01-03.wav,02,calm,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-01-03.wav,4.137458333333333
03-01-02-02-02-02-03.wav,02,calm,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-02-02-02-02-03.wav,4.004
03-01-03-01-01-01-03.wav,03,happy,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-01-03.wav,3.7704166666666667
03-01-03-01-01-02-03.wav,03,happy,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-01-02-03.wav,3.6035833333333334
03-01-03-01-02-01-03.wav,03,happy,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-01-03.wav,3.5035
03-01-03-01-02-02-03.wav,03,happy,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-01-02-02-03.wav,3.5035
03-01-03-02-01-01-03.wav,03,happy,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-01-03.wav,4.3043125
03-01-03-02-01-02-03.wav,03,happy,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-01-02-03.wav,4.404395833333333
03-01-03-02-02-01-03.wav,03,happy,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-01-03.wav,4.137458333333333
03-01-03-02-02-02-03.wav,03,happy,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-03-02-02-02-03.wav,3.8371666666666666
03-01-04-01-01-01-03.wav,04,sad,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-01-03.wav,3.6036041666666665
03-01-04-01-01-02-03.wav,04,sad,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-01-02-03.wav,3.5702291666666666
03-01-04-01-02-01-03.wav,04,sad,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-01-03.wav,3.5702291666666666
03-01-04-01-02-02-03.wav,04,sad,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-01-02-02-03.wav,3.536875
03-01-04-02-01-01-03.wav,04,sad,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-01-03.wav,3.7704375
03-01-04-02-01-02-03.wav,04,sad,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-01-02-03.wav,3.8371666666666666
03-01-04-02-02-01-03.wav,04,sad,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-01-03.wav,3.470125
03-01-04-02-02-02-03.wav,04,sad,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-04-02-02-02-03.wav,3.7036875
03-01-05-01-01-01-03.wav,05,angry,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-01-03.wav,4.004
03-01-05-01-01-02-03.wav,05,angry,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-01-02-03.wav,4.070729166666666
03-01-05-01-02-01-03.wav,05,angry,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-01-03.wav,3.8038125
03-01-05-01-02-02-03.wav,05,angry,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-01-02-02-03.wav,3.8371666666666666
03-01-05-02-01-01-03.wav,05,angry,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-01-03.wav,4.404395833333333
03-01-05-02-01-02-03.wav,05,angry,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-01-02-03.wav,4.404416666666667
03-01-05-02-02-01-03.wav,05,angry,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,4.2375625
03-01-05-02-02-02-03.wav,05,angry,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-05-02-02-02-03.wav,4.5045
03-01-06-01-01-01-03.wav,06,fearful,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-01-03.wav,3.7370833333333335
03-01-06-01-01-02-03.wav,06,fearful,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-01-02-03.wav,3.8371666666666666
03-01-06-01-02-01-03.wav,06,fearful,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-01-03.wav,3.5035
03-01-06-01-02-02-03.wav,06,fearful,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-01-02-02-03.wav,3.2032083333333334
03-01-06-02-01-01-03.wav,06,fearful,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-01-03.wav,3.3033125
03-01-06-02-01-02-03.wav,06,fearful,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-01-02-03.wav,3.9038958333333333
03-01-06-02-02-01-03.wav,06,fearful,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-01-03.wav,3.3033125
03-01-06-02-02-02-03.wav,06,fearful,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-06-02-02-02-03.wav,3.4367708333333336
03-01-07-01-01-01-03.wav,07,disgust,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-01-03.wav,4.037375
03-01-07-01-01-02-03.wav,07,disgust,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-01-02-03.wav,3.970645833333333
03-01-07-01-02-01-03.wav,07,disgust,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-01-03.wav,3.6036041666666665
03-01-07-01-02-02-03.wav,07,disgust,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-01-02-02-03.wav,3.7704375
03-01-07-02-01-01-03.wav,07,disgust,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-01-03.wav,4.104104166666667
03-01-07-02-01-02-03.wav,07,disgust,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-01-02-03.wav,4.104104166666667
03-01-07-02-02-01-03.wav,07,disgust,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-01-03.wav,3.8371666666666666
03-01-07-02-02-02-03.wav,07,disgust,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-07-02-02-02-03.wav,3.9372708333333333
03-01-08-01-01-01-03.wav,08,surprised,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-01-03.wav,3.2365625
03-01-08-01-01-02-03.wav,08,surprised,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-01-02-03.wav,3.370041666666667
03-01-08-01-02-01-03.wav,08,surprised,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-01-03.wav,3.2032083333333334
03-01-08-01-02-02-03.wav,08,surprised,normal,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-01-02-02-03.wav,3.5702291666666666
03-01-08-02-01-01-03.wav,08,surprised,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-01-03.wav,3.2699375
03-01-08-02-01-02-03.wav,08,surprised,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-01-02-03.wav,3.6036041666666665
03-01-08-02-02-01-03.wav,08,surprised,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-01-03.wav,3.5035
03-01-08-02-02-02-03.wav,08,surprised,strong,3,speech,Audio_Speech_Actors_01-24\Actor_03\03-01-08-02-02-02-03.wav,3.2365625
03-01-01-01-01-01-04.wav,01,neutral,normal,4,speech,Audio_Speech_Actors_01-24\Actor_04\03-01-01-01-01-01-04.wav,3.3032916666666665
